,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
152,152,"$1,595",1 Bed,1 Bath,3d ago,226 C St NE226 C St Ne,Washington,DC, 20002,,
153,153,"$1,300",1 Bed,1 Bath,3d ago,3821 V St Se ,Washington,DC, 20020,,
154,154,"$2,360",1 Bed,1 Bath,3d ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
155,155,"$2,100",1 Bed,1 Bath,3d ago,919 Florida Ave Nw ,Washington,DC, 20001,,
156,156,"$2,350",1 Bed,1 Bath,3d ago,The Lansburgh425 8th St Nw,Washington,DC, 20004,,
157,157,"$1,473",1 Bed,1 Bath,3d ago,Fort Chaplin ParkOur team has verified this property4212 E Capitol St Ne,Washington,DC, 20019,,
158,158,"$1,840",1 Bed,1 Bath,3d ago,AVA H StreetOur team has verified this property318 I St Ne,Washington,DC, 20002,,
159,159,"$1,550",1 Bed,1 Bath,3d ago,1455 Holbrook Street Northeast,Washington,DC, 20002,,
160,160,"$1,925",1 Bed,1 Bath,3d ago,ParamountOur team has verified this property829 Quincy St Nw,Washington,DC, 20011,,
161,161,"$2,214",1 Bed,1 Bath,3d ago,DiplomatOur team has verified this property2420 16th St Nw,Washington,DC, 20009,,
162,162,"$2,235",1 Bed,1 Bath,3d ago,The RushmoreOur team has verified this property1220 Pennsylvania Ave Se,Washington,DC, 20003,,
163,163,"$2,200",1 Bed,1 Bath,3d ago,The Waring1433 T St Nw,Washington,DC, 20009,,
164,164,"$2,660",1 Bed,1 Bath,3d ago,The Woodward Building Apartments733 15th St Nw,Washington,DC, 20005,,
165,165,"$2,268",1 Bed,1 Bath,3d ago,The MelwoodOur team has verified this property1803 Biltmore St Nw,Washington,DC, 20009,,
166,166,"$1,891",1 Bed,1 Bath,3d ago,eaves Glover ParkOur team has verified this property3850 Tunlaw Rd Nw,Washington,DC, 20007,,
167,167,"$2,457",1 Bed,1 Bath,3d ago,1000 South Capitol1000 S Capitol St Se,Washington,DC, 20003,,
168,168,"$2,672",1 Bed,1 Bath,4d ago,Alban TowersOur team has verified this property3700 Massachusetts Ave Nw,Washington,DC, 20016,,
169,169,"$2,260",1 Bed,1 Bath,4d ago,1833 Kilbourne Pl Nw ,Washington,DC, 20010,,
170,170,"$1,450",1 Bed,1 Bath,4d ago,1443 Parkwood Pl Nw ,Washington,DC, 20010,,
171,171,"$1,980",1 Bed,1 Bath,4d ago,908 11th St Ne ,Washington,DC, 20002,,
