,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
169,169,"$1,150",1 Bed,1 Bath,5d+ ago,6333 N. 12th Street6333 N 12th St,Phoenix,AZ, 85014,,
170,170,"$1,395",1 Bed,1 Bath,5d+ ago,2150 W Missouri Ave ,Phoenix,AZ, 85015,,
171,171,"$1,250",1 Bed,1 Bath,5d+ ago,14203 N 19th Ave ,Phoenix,AZ, 85023,,
172,172,"$1,290",1 Bed,1 Bath,5d+ ago,4325 N 23rd Ave4325 N 23rd Ave,Phoenix,AZ, 85015,,
173,173,"$1,150",1 Bed,1 Bath,5d+ ago,722 East Turney Avenue722 E Turney Ave,Phoenix,AZ, 85014,,
174,174,"$1,499",1 Bed,1 Bath,5d+ ago,3400 E Southern Ave,Phoenix,AZ, 85040,,
175,175,"$1,199",1 Bed,1 Bath,5d+ ago,15425 N Tatum Blvd,Phoenix,AZ, 85032,,
176,176,"$1,050",1 Bed,1 Bath,5d+ ago,The Majestic Palms1920 N 32nd St,Phoenix,AZ, 85008,,
177,177,"$1,420",1 Bed,1 Bath,5d+ ago,The Hawthorne3848 N 3rd Ave,Phoenix,AZ, 85013,,
178,178,"$1,455",1 Bed,1 Bath,5d+ ago,Village at Lakewood15815 S Lakewood Pkwy W,Phoenix,AZ, 85048,,
179,179,"$1,380",1 Bed,1 Bath,5d+ ago,The Cove2545 N 83rd Ave,Phoenix,AZ, 85035,,
180,180,"$1,730",1 Bed,1 Bath,5d+ ago,Elevation on Central4650 N Central Ave,Phoenix,AZ, 85012,,
181,181,"$1,255",1 Bed,1 Bath,5d+ ago,Chic,urban living awaits you at Forte Apartments!6730 N 17th Ave,Ph,"oenix,",,
182,182,"$1,190",1 Bed,1 Bath,5d+ ago,1901 E. Osborn RD1901 E Osborn Rd,Phoenix,AZ, 85016,,
183,183,"$1,300",1 Bed,1 Bath,5d+ ago,The Vue Owner LLC | 1503 West Missouri Avenue1503 W Missouri Ave,Phoenix,AZ, 85015,,
184,184,"$1,884",1 Bed,1 Bath,5d+ ago,E Campbell Ave,Phoenix,AZ, 85018,,
185,185,"$1,556",1 Bed,1 Bath,5d+ ago,N Black Canyon Hwy,Phoenix,AZ, 85085,,
186,186,"$1,080",1 Bed,1 Bath,5d+ ago,801 E Siesta Dr ,Phoenix,AZ, 85042,,
187,187,"$1,309",1 Bed,1 Bath,5d+ ago,212 N 21st Ave212 N 21st Ave,Phoenix,AZ, 85009,,
188,188,"$1,050",1 Bed,1 Bath,5d+ ago,2936 N 39th ST2936 N 39th St,Phoenix,AZ, 85018,,
189,189,"$1,100",1 Bed,1 Bath,5d+ ago,201-209 N. 16th Avenue201 N 16th Ave,Phoenix,AZ, 85007,,
190,190,"$1,325",1 Bed,1 Bath,5d+ ago,2040 W Berridge Lane2040 W Berridge Ln,Phoenix,AZ, 85015,,
191,191,"$1,635",1 Bed,1 Bath,5d+ ago,E Indian School Rd,Phoenix,AZ, 85018,,
192,192,"$1,382",1 Bed,1 Bath,5d+ ago,E Shea Blvd,Phoenix,AZ, 85028,,
193,193,"$1,299",1 Bed,1 Bath,5d+ ago,1422 N 5th St,Phoenix,AZ, 85004,,
194,194,"$1,100",1 Bed,1 Bath,5d+ ago,1930 W Van Buren St,Phoenix,AZ, 85009,,
195,195,"$1,600",1 Bed,1 Bath,5d+ ago,1418 E Mckinley St,Phoenix,AZ, 85006,,
196,196,"$1,536",1 Bed,1 Bath,5d+ ago,Sage Apartments28425 N Black Canyon Hwy,Phoenix,AZ, 85085,,
197,197,"$1,170",1 Bed,1 Bath,5d+ ago,2738 W Augusta Ave A1-A24,1-B24,1-,C18273,,
198,198,"$1,100",1 Bed,1 Bath,5d+ ago,6324/6310 N Black Canyon Hwy 2507 W Maryland Ave6324/6310 N Black Canyon Hwy 2507 W Maryland Ave,Phoenix,AZ, 85017,,
199,199,"$1,150",1 Bed,1 Bath,5d+ ago,302 W Medlock Dr ,Phoenix,AZ, 85013,,
200,200,"$1,395",1 Bed,1 Bath,5d+ ago,1438 E. Adams St.1438 E Adams St,Phoenix,AZ, 85034,,
201,201,"$1,350",1 Bed,1 Bath,5d+ ago,2501 E Culver Street2501 E Culver St,Phoenix,AZ, 85008,,
202,202,"$1,150",1 Bed,1 Bath,5d+ ago,2347 W Coolidge Street2347 W Coolidge St,Phoenix,AZ, 85015,,
203,203,"$1,500",1 Bed,1 Bath,5d+ ago,200 W Monroe St,Phoenix,AZ, 85003,,
204,204,"$1,581",1 Bed,1 Bath,5d+ ago,W Mcdowell Rd,Phoenix,AZ, 85035,,
205,205,"$1,341",1 Bed,1 Bath,5d+ ago,1630 E Baseline Rd,Phoenix,AZ, 85042,,
206,206,"$1,299",1 Bed,1 Bath,5d+ ago,1220 E Medlock Dr1220 E Medlock Dr,Phoenix,AZ, 85014,,
207,207,"$1,395",1 Bed,1 Bath,5d+ ago,3030 N. 7th Street3030 N 7th St,Phoenix,AZ, 85014,,
208,208,"$1,200",1 Bed,1 Bath,5d+ ago,3619 E Monterosa St ,Phoenix,AZ, 85018,,
209,209,"$1,330",1 Bed,1 Bath,5d+ ago,Red Rox Villas5401 E Van Buren St,Phoenix,AZ, 85008,,
